Date,Sentiment,Open,High,Low,Close,Adj Close,Volume
2015-08-10,Negative,72.410004,72.720001,72.040001,72.349998,66.407188,1535600
2015-08-11,Neutral,72.220001,73.110001,71.949997,72.68,66.710098,1902700
2015-08-12,Neutral,72.559998,74.529999,72.440002,74.489998,68.371399,3378500
2015-08-13,Negative,74.110001,75.0,73.57,74.93,68.775276,3018100
2015-08-14,Neutral,74.519997,75.43,74.18,75.370003,69.179131,1730100
2015-08-17,Negative,75.5,76.480003,75.230003,76.220001,69.959312,2882700
2015-08-18,Positive,76.059998,76.400002,75.809998,76.089996,69.839996,1795400
2015-08-19,Positive,75.709999,76.519997,75.540001,76.139999,69.88588,2018100
2015-08-20,Neutral,75.720001,76.589996,75.400002,75.720001,69.500381,4340200
2015-08-21,Positive,75.410004,75.82,74.93,75.400002,69.206665,6976200
2015-08-24,Positive,73.75,75.0,72.029999,72.360001,66.416367,6395900
2015-08-25,Positive,73.519997,73.730003,70.110001,70.230003,64.461327,5231300
2015-08-26,Negative,70.379997,70.800003,68.830002,70.620003,65.422935,3872900
2015-08-27,Positive,70.959999,71.300003,70.239998,71.209999,65.969521,3314300
2015-08-28,Negative,71.169998,71.330002,70.120003,71.029999,65.802765,2427200
2015-08-31,Neutral,70.889999,70.889999,69.309998,69.75,64.616959,3333600
2015-09-01,Positive,68.879997,69.269997,67.349998,67.800003,62.810463,2851100
2015-09-02,Negative,68.470001,68.510002,67.43,68.089996,63.079124,2655100
2015-09-03,Positive,68.339996,68.629997,67.800003,68.089996,63.079124,3032000
2015-09-04,Neutral,67.690002,68.0,66.900002,67.230003,62.282417,2843000
2015-09-08,Positive,67.940002,68.760002,67.889999,68.720001,63.662762,3519000
2015-09-09,Negative,69.029999,69.309998,67.959999,68.080002,63.069862,2770900
2015-09-10,Neutral,67.989998,68.269997,67.110001,67.269997,62.319477,2461700
2015-09-11,Negative,67.139999,67.769997,66.959999,67.760002,62.773422,2184900
2015-09-14,Positive,67.889999,68.370003,67.660004,68.110001,63.097652,2242000
2015-09-15,Positive,68.190002,68.330002,67.639999,68.080002,63.069862,1866500
2015-09-16,Positive,68.25,68.980003,68.059998,68.75,63.690559,2114900
2015-09-21,Negative,69.169998,69.599998,68.870003,69.32,64.218613,2209300
2015-09-22,Neutral,69.0,69.459999,68.75,69.080002,63.996273,2504600
2015-09-23,Neutral,69.040001,69.370003,68.870003,69.220001,64.125977,1738400
2015-09-24,Positive,68.849998,69.559998,68.760002,69.419998,64.311241,2148100
2015-09-25,Neutral,69.480003,70.690002,69.260002,70.059998,64.904144,2409800
2015-09-28,Negative,69.940002,70.389999,69.349998,69.43,64.320511,2864100
2015-09-29,Neutral,69.459999,69.730003,68.970001,69.290001,64.190819,2524900
2015-09-30,Positive,69.510002,70.470001,69.379997,70.379997,65.200607,2741000
2015-10-01,Negative,70.449997,70.580002,68.900002,69.160004,64.070381,3175100
2015-10-02,Negative,69.510002,69.760002,68.459999,69.349998,64.246399,3864800
2015-10-05,Positive,69.589996,70.339996,69.239998,70.32,65.14502,2881900
2015-10-06,Neutral,70.169998,70.32,69.449997,69.779999,64.644753,2389900
2015-10-07,Negative,69.870003,70.019997,69.43,69.779999,64.644753,1744700
2015-10-08,Neutral,69.57,70.839996,69.440002,70.709999,65.50631,1935100
2015-10-09,Neutral,70.800003,71.150002,70.459999,71.019997,65.793503,2543800
2015-10-12,Neutral,71.040001,72.080002,71.0,72.0,66.701385,1839900
2015-10-13,Negative,71.739998,72.089996,71.440002,71.900002,66.608757,1676100
2015-10-14,Negative,71.919998,72.349998,71.709999,72.089996,66.78476,1851800
2015-10-15,Neutral,72.419998,72.949997,71.75,72.800003,67.44252,2241500
2015-10-16,Negative,73.139999,73.459999,72.800003,73.139999,67.757484,2018900
2015-10-19,Neutral,73.059998,73.400002,72.43,73.370003,67.970566,1898600
2015-10-20,Positive,73.139999,73.779999,73.059998,73.690002,68.267006,2295400
2015-10-21,Negative,73.919998,74.349998,73.519997,73.919998,68.48008,2358200
2015-10-22,Negative,74.029999,74.879997,73.769997,74.489998,69.008133,2089900
2015-10-23,Negative,74.330002,74.470001,73.010002,73.080002,67.701904,2154700
2015-10-26,Neutral,73.269997,73.400002,72.230003,72.839996,67.479561,2048400
2015-10-27,Neutral,72.690002,73.169998,72.169998,72.360001,67.034889,2262900
2015-10-28,Neutral,72.470001,72.739998,70.739998,71.519997,66.256691,2160600
2015-10-29,Positive,71.239998,71.330002,70.0,70.879997,65.663795,2861100
2015-10-30,Neutral,71.07,71.68,70.690002,71.43,66.173325,2937600
2015-11-02,Positive,71.059998,71.790001,70.010002,70.730003,65.524849,3052600
2015-11-03,Neutral,70.690002,71.410004,70.309998,70.709999,65.50631,2710500
2015-11-04,Negative,70.650002,71.279999,70.410004,70.57,65.376625,2375300
2015-11-05,Positive,70.379997,70.919998,70.18,70.239998,65.070892,1595400
2015-11-06,Positive,69.470001,69.660004,67.580002,67.849998,62.856796,2883200
2015-11-09,Negative,67.550003,68.190002,67.269997,67.730003,62.745625,2458900
2015-11-10,Neutral,67.800003,68.32,67.629997,67.800003,62.810463,2067000
2015-11-11,Negative,67.879997,68.410004,67.790001,68.309998,63.282936,1529400
2015-11-12,Positive,68.040001,68.669998,67.599998,67.910004,62.912376,2380600
2015-11-13,Neutral,67.949997,68.589996,67.910004,68.199997,63.181023,2739100
2015-11-16,Positive,68.059998,69.290001,68.019997,69.260002,64.163017,2454700
2015-11-17,Positive,69.209999,69.980003,68.129997,68.300003,63.273674,2017800
2015-11-18,Positive,68.260002,68.580002,67.459999,68.480003,63.440426,2119200
2015-11-19,Positive,68.699997,69.230003,68.480003,68.82,63.755413,1743600
2015-11-20,Neutral,69.059998,69.620003,68.660004,69.0,63.922153,2918200
2015-11-23,Positive,68.309998,68.599998,67.5,67.580002,63.200188,2079100
2015-11-24,Neutral,67.379997,67.620003,66.849998,67.480003,63.106674,1997900
2015-11-25,Negative,67.410004,67.589996,67.010002,67.220001,62.863518,1364600
2015-11-30,Neutral,67.400002,67.830002,67.290001,67.370003,63.003807,2550000
2015-12-01,Neutral,67.870003,68.040001,66.760002,67.410004,63.041214,2284800
2015-12-02,Positive,67.279999,67.360001,66.050003,66.139999,61.853512,2609200
2015-12-03,Positive,65.959999,66.029999,65.040001,65.169998,60.946381,2918600
2015-12-04,Positive,65.540001,66.690002,65.440002,66.599998,62.283703,2827400
2015-12-07,Positive,66.360001,66.599998,66.010002,66.139999,61.853512,2880900
2015-12-08,Neutral,66.0,66.18,65.160004,65.910004,61.638428,2956900
2015-12-09,Negative,65.650002,66.720001,65.400002,66.190002,61.900276,2855200
2015-12-10,Neutral,66.129997,66.239998,65.139999,65.199997,60.974434,1958900
2015-12-11,Negative,64.919998,65.440002,64.540001,64.889999,60.684528,2105200
2015-12-14,Negative,64.809998,65.440002,64.550003,65.400002,61.161476,2633100
2015-12-15,Neutral,65.599998,66.690002,65.419998,66.150002,61.862869,2284400
2015-12-21,Positive,67.379997,67.440002,66.18,66.559998,62.246288,2448800
2015-12-22,Neutral,66.870003,67.230003,66.160004,67.139999,62.788704,1935800
2015-12-23,Positive,67.199997,68.139999,67.199997,68.080002,63.667789,2334700
2015-12-24,Negative,67.959999,68.040001,67.650002,67.769997,63.377869,738400
2015-12-28,Negative,67.660004,68.0,67.419998,67.860001,63.462048,1807900
2015-12-29,Negative,68.010002,68.870003,67.949997,68.639999,64.19149,1960500
2015-12-30,Negative,68.540001,68.919998,68.349998,68.68,64.228897,1634900
2015-12-31,Positive,68.559998,68.599998,67.019997,67.639999,63.256313,2116100
